nid,vid,title
986970,987528,"216: Just Hold Me"
986973,987531,"219: Hold On To Me"
986974,987532,"217: Need You To Hold Me"
986990,987549,"220: Mini-CASP 3 - Last Chance"
987022,987584,"222: Multi-Start Refinement of Quick Puzzle 215"
987023,987585,"222 (<15): Multi-Start Refinement of Quick Puzzle 215"
987024,987586,"222 (<150): Multi-Start Refinement of Quick Puzzle 215"
987028,987590,"223: Core and Tail Design 2"
987034,987597,"224: Mini-CASP 7 - Last Chance"
987035,987598,"224 (<15): Mini-CASP 7 - Last Chance"
987036,987599,"224 (<150): Mini-CASP 7 - Last Chance"
987043,987606,"225: Mini-CASP 9"
987044,987607,"225 (<15): Mini-CASP 9"
987045,987608,"225 (<150): Mini-CASP 9"
987056,987620,"226: Mini-CASP 10 - Freestyle"
987057,987621,"226 (<15): Mini-CASP 10 - Freestyle"
987058,987622,"226 (<150): Mini-CASP 10 - Freestyle"
987060,987624,"227: Mini-CASP 11 - Freestyle"
987061,987625,"227 (<15): Mini-CASP 11 - Freestyle"
987062,987626,"227 (<150): Mini-CASP 11 - Freestyle"
987071,987636,"Beginner Puzzle 12: E-Coli"
987072,987637,"Beginner Puzzle 13: Saposin D"
987076,987643,"229: Mini-CASP 11"
987077,987644,"229 (<15): Mini-CASP 11"
987078,987645,"229 (<150): Mini-CASP 11"
987088,987655,"230: Mini-CASP 10"
987089,987656,"230 (<15): Mini-CASP 10"
987090,987657,"230 (<150): Mini-CASP 10"
987094,987667,"231: Mini-CASP 12 - Freestyle"
987095,987668,"231 (<15): Mini-CASP 12 - Freestyle"
987096,987669,"231 (<150): Mini-CASP 12 - Freestyle"
987099,987675,"232: Quick Mini-CASP 11 Multi-start Puzzle"
987100,987676,"232 (<15): Quick Mini-CASP 11 Multi-start Puzzle"
987101,987677,"232 (<150): Quick Mini-CASP 11 Multi-start Puzzle"
987102,987682,"233: Quick Mini-CASP 10 Multi-start Puzzle"
987103,987683,"233 (<15): Quick Mini-CASP 10 Multi-start Puzzle"
987104,987684,"233 (<150): Quick Mini-CASP 10 Multi-start Puzzle"
987109,987691,"234: Last Chance Mini-CASP 11"
987110,987692,"234 (<15): Last Chance Mini-CASP 11"
987111,987693,"234 (<150): Last Chance Mini-CASP 11"
987115,987697,"235: Mini-CASP 12a"
987116,987698,"235 (<15): Mini-CASP 12a"
987117,987699,"235 (<150): Mini-CASP 12a"
987124,987706,"238: Mini-CASP 12d"
987125,987707,"238 (<15): Mini-CASP 12d"
987126,987708,"238 (<150): Mini-CASP 12d"
987127,987709,"236: Mini-CASP 12b"
987128,987710,"236 (<15): Mini-CASP 12b"
987129,987711,"236 (<150): Mini-CASP 12b"
987130,987712,"237: Mini-CASP 12c"
987131,987713,"237 (<15): Mini-CASP 12c"
987132,987714,"237 (<150): Mini-CASP 12c"
987135,987718,"239: Mini-CASP 13 - Freestyle"
987136,987719,"239 (<15): Mini-CASP 13 - Freestyle"
987137,987720,"239 (<150): Mini-CASP 13 - Freestyle"
987145,987728,"240: Mini-CASP 12e"
987146,987729,"240 (<15): Mini-CASP 12e"
987147,987730,"240 (<150): Mini-CASP 12e"
987155,987738,"241: Mini-CASP 13a"
987156,987739,"241 (<15): Mini-CASP 13a"
987157,987740,"241 (<150): Mini-CASP 13a"
987158,987741,"242: Mini-CASP 13b"
987159,987742,"242 (<15): Mini-CASP 13b"
987160,987743,"242 (<150): Mini-CASP 13b"
987162,987745,"243: Mini-CASP 13c"
987163,987746,"243 (<15): Mini-CASP 13c"
987164,987747,"243 (<150): Mini-CASP 13c"
987177,987761,"244: Mini-CASP 14-Freestyle"
987178,987762,"244 (<15): Mini-CASP 14-Freestyle"
987179,987763,"244 (<150): Mini-CASP 14-Freestyle"
987185,987769,"245: Mini-CASP 15-Freestyle A"
987186,987770,"245 (<15): Mini-CASP 15-Freestyle A"
987187,987771,"245 (<150): Mini-CASP 15-Freestyle A"
987204,987795,"Beginner Puzzle 14: E-Coli Rubredoxin"
987205,987796,"Beginner Puzzle 15: California Sea Hare"
987208,987800,"246: Mini-CASP 15-Freestyle B"
987209,987801,"246 (<15): Mini-CASP 15-Freestyle B"
987210,987802,"246 (<150): Mini-CASP 15-Freestyle B"
987212,987805,"247: Mini-CASP 14a"
987213,987806,"247 (<15): Mini-CASP 14a"
987214,987807,"247 (<150): Mini-CASP 14a"
987215,987808,"248: Mini-CASP 14b"
987216,987809,"248 (<15): Mini-CASP 14b"
987217,987810,"248 (<150): Mini-CASP 14b"
987218,987811,"249: Mini-CASP 14c"
987219,987812,"249 (<15): Mini-CASP 14c"
987220,987813,"249 (<150): Mini-CASP 14c"
987253,987858,"250: Mini-CASP 15a"
987254,987859,"250 (<15): Mini-CASP 15a"
987255,987860,"250 (<150): Mini-CASP 15a"
987256,987861,"251: Mini-CASP 15b"
987257,987862,"251 (<15): Mini-CASP 15b"
987258,987863,"251 (<150): Mini-CASP 15b"
987259,987864,"252: Mini-CASP 15c"
987260,987865,"252 (<15): Mini-CASP 15c"
987261,987866,"252 (<150): Mini-CASP 15c"
987275,987885,"253: Quest to the Native 13"
987276,987886,"253 (<15): Quest to the Native 13"
987277,987887,"253 (<150): Quest to the Native 13"
987279,987889,"255: Quest to the Native 14"
987280,987890,"255 (<15): Quest to the Native 14"
987281,987891,"255 (<150): Quest to the Native 14"
987282,987892,"258: Quest to the Native 15"
987283,987893,"258 (<15): Quest to the Native 15"
987284,987894,"258 (<150): Quest to the Native 15"
987285,987895,"254: Double Helix"
987286,987896,"260: Quest to the Native 16"
987287,987897,"260 (<15): Quest to the Native 16"
987288,987898,"260 (<150): Quest to the Native 16"
987291,987901,"262: Quest to the Native 17"
987292,987902,"262 (<15): Quest to the Native 17"
987293,987903,"262 (<150): Quest to the Native 17"
987320,987930,test_puzzle
987321,987931,"Ilya's test puzzle"
987322,987932,"Ilya's test puzzle"
987323,987933,"256: Double Helix 2"
987327,987937,"257: Core and Tail Design 3"
987334,987944,"259: Mini-CASP 15 - Multi-start"
987335,987945,"259 (<15): Mini-CASP 15 - Multi-start"
987336,987946,"259 (<150): Mini-CASP 15 - Multi-start"
987337,987947,"TEST Alignment"
987338,987948,"DEVPREV Alignment"
987346,987956,"261: Double Helix 3"
987357,987967,"263: Alignment Freestyle"
987384,987994,"264: Double Alignment Freestyle"
987399,988009,"Freestyle Design 40"
987400,988010,"Freestyle Design 80"
987404,988014,"265: Mini-CASP 16 - Quick Alignment"
987405,988015,"265 (<15): Mini-CASP 16 - Quick Alignment"
987406,988016,"265 (<150): Mini-CASP 16 - Quick Alignment"
987407,988017,"Beginner Puzzle 16: Leukaemia Virus Matrix Protein"
987409,988019,"266: Mini-CASP 17 - Alignment Freestyle"
987410,988020,"266 (<15): Mini-CASP 17 - Alignment Freestyle"
987411,988021,"266 (<150): Mini-CASP 17 - Alignment Freestyle"
987413,988023,"267: Mini-CASP 14 - Quick Alignment"
987414,988024,"267 (<15): Mini-CASP 14 - Quick Alignment"
987415,988025,"267 (<150): Mini-CASP 14 - Quick Alignment"
987428,988038,"268: Hold it!"
987429,988039,"TEST Voting 1"
987430,988040,"269: Mini-CASP 14 - Last Chance Alignment"
987431,988041,"269 (<15): Mini-CASP 14 - Last Chance Alignment"
987432,988042,"269 (<150): Mini-CASP 14 - Last Chance Alignment"
987441,988051,"270: Quest to the Native - MC16 Alignment"
987442,988052,"270 (<15): Quest to the Native - MC16 Alignment"
987443,988053,"270 (<150): Quest to the Native - MC16 Alignment"
987444,988054,"271: Hold it! 2"
987451,988061,"272: Mini-CASP 17 - More Alignments"
987452,988062,"272 (<15): Mini-CASP 17 - More Alignments"
987453,988063,"272 (<150): Mini-CASP 17 - More Alignments"
987467,988077,"273: Mini-CASP 18 - Alignments"
987468,988078,"273 (<15): Mini-CASP 18 - Alignments"
987469,988079,"273 (<150): Mini-CASP 18 - Alignments"
987470,988080,"Beginner Puzzle 17: IgG-binding protein"
987473,988083,"266: Mini-CASP 17 Solution Voting"
987478,988088,"274: Mini-CASP 19 - Just Freestyle"
987482,988092,"275: Mini-CASP 17 - Quick Refinement A"
987483,988093,"275 (<15): Mini-CASP 17 - Quick Refinement A"
987484,988094,"275 (<150): Mini-CASP 17 - Quick Refinement A"
987485,988095,"276: Mini-CASP 17 - Quick Refinement B"
987486,988096,"276 (<15): Mini-CASP 17 - Quick Refinement B"
987487,988097,"276 (<150): Mini-CASP 17 - Quick Refinement B"
987494,988106,"277: Flu Virus Design 2"
987496,988108,"278: Mini-CASP 19 - Freestyle Part Deux"
987507,988119,"279: Quest to the Native - MC17 Alignment2"
987508,988120,"279 (<15): Quest to the Native - MC17 Alignment2"
987509,988121,"279 (<150): Quest to the Native - MC17 Alignment2"
987523,988135,"HIV protease"
987524,988136,"GTPase Ras"
987528,988140,"280: Mini-CASP 20 - Quick Freestyle"
987529,988141,"280 (<15): Mini-CASP 20 - Quick Freestyle"
987530,988142,"280 (<150): Mini-CASP 20 - Quick Freestyle"
987536,988148,"281: Mini-CASP 21 - Alignments"
987537,988149,"281 (<15): Mini-CASP 21 - Alignments"
987538,988150,"281 (<150): Mini-CASP 21 - Alignments"
987539,988151,"Beginner Puzzle 18: Phage 434 Repressor"
987540,988152,"282: Mini-CASP 20 - Quick Freestyle 2"
987541,988153,"282 (<15): Mini-CASP 20 - Quick Freestyle 2"
987542,988154,"282 (<150): Mini-CASP 20 - Quick Freestyle 2"
987555,988167,"283: Mini-CASP 20 - Alignments"
987556,988168,"283 (<15): Mini-CASP 20 - Alignments"
987557,988169,"283 (<150): Mini-CASP 20 - Alignments"
987569,988181,"284: Mini-CASP 22 - Single Template"
987570,988182,"284 (<15): Mini-CASP 22 - Single Template"
987571,988183,"284 (<150): Mini-CASP 22 - Single Template"
987582,988194,"285: Mini-CASP 23 - Alignments"
987583,988195,"285 (<15): Mini-CASP 23 - Alignments"
987584,988196,"285 (<150): Mini-CASP 23 - Alignments"
987585,988197,"286: Mini-CASP 20 - Better Alignments?"
987586,988198,"286 (<15): Mini-CASP 20 - Better Alignments?"
987587,988199,"286 (<150): Mini-CASP 20 - Better Alignments?"
987599,988211,"Freestyle Design 40"
987601,988213,"HIV protease"
987611,988223,"Beginner Puzzle 19: Chromobacterium violaceum"
987613,988225,"GTPase Ras"
987618,988230,"287: Mini-CASP 21 - Better Alignments?"
987619,988231,"287 (<15): Mini-CASP 21 - Better Alignments?"
987620,988232,"287 (<150): Mini-CASP 21 - Better Alignments?"
987627,988239,"288: Mini-CASP 22 - Trimmed Sequence"
987628,988240,"288 (<15): Mini-CASP 22 - Trimmed Sequence"
987629,988241,"288 (<150): Mini-CASP 22 - Trimmed Sequence"
987635,988247,"289: Flu Virus Design 3"
987641,988253,"Freestyle Design 40"
987642,988254,"Beginner Alignment Puzzle"
987644,988256,"Beginner Alignment Puzzle"
987647,988259,"Freestyle Design 80"
987653,988265,"290: Mini-CASP 19a"
987655,988267,"292: Mini-CASP 19c"
987657,988269,"291: Mini-CASP 19b"
987660,988272,"293: Mini-CASP 21 Insertion - 7 Alignments"
987661,988273,"294: Mini-CASP 21 Insertion - 2 more Alignments"
987666,988278,"295: Mini-CASP 23 Better Alignments?"
987670,988282,"296: Hold it! 3"
987672,988284,"GTPase Ras"
987673,988285,"297: CASP training - Quick Puzzle 1"
987674,988286,"CASP training puzzle"
987676,988288,"CASP training puzzle"
987685,988297,"301: Hold it! 4"
987686,988298,"298: CASP9 Puzzle 1a"
987688,988300,"299: CASP9 Puzzle 1b"
987689,988301,"300: CASP9 Puzzle 1c"
987695,988307,"302: CASP9 Puzzle 2a"
987700,988312,"303: CASP9 Puzzle 2b"
987701,988313,"304: CASP9 Puzzle 2c"
987706,988318,"305: CASP9 Puzzle 3a"
987710,988322,"307: CASP9 Puzzle 5"
987711,988323,"306: CASP9 Puzzle 4"
987719,988331,"308: CASP9 Puzzle 6"
987720,988332,"309: CASP9 Puzzle 3b"
987724,988336,"CASP Training Puzzle 2: Multiple Templates"
987725,988337,"Beginner Puzzle 20: Alignment Tool"
987739,988351,"310: CASP9 Puzzle 7: Multi-start"
987741,988353,"Freestyle Design 40"
987748,988360,"311: CASP9 Puzzle 2d"
987757,988369,"312: CASP9 Puzzle 8: Multi-start"
987764,988376,"Freestyle Design 40"
987765,988377,"CASP9 Target 611 residue protein"
987766,988378,"Freestyle Design 20"
987769,988381,"CASP9 Target 611 residue protein"
987772,988384,"CASP9 Target 611 residue protein"
987777,988389,"GTPase Ras"
987779,988391,"CASP9 Target 611 residue protein"
987781,988393,"Freestyle Design 40"
987783,988395,"Freestyle Design 40"
987785,988397,"Beginner Alignment Puzzle"
987787,988399,"Beginner Alignment Puzzle"
987788,988400,"313: CASP9 Puzzle 9: Multi-start"
987795,988407,"314: CASP9 Puzzle 10: Templates & Multi-starts"
987803,988415,"TEST: Large"
987806,988418,"Freestyle Design 20"
987815,988427,"HIV protease"
987817,988429,"315: CASP9 Puzzle 11"
987820,988432,"Freestyle Design 20"
987824,988436,"Freestyle Design 40"
987825,988437,"316: CASP9 Puzzle 12: Templates & Multi-starts"
987838,988450,"Freestyle Design 80"
987840,988452,"Freestyle Design 80"
987841,988453,"CASP training puzzle"
987843,988455,"Freestyle Design 40"
987844,988456,"317: CASP9 Puzzle 13"
987848,988460,"318: CASP9 Puzzle 14 - Multi-start"
987857,988469,"319: CASP9 Puzzle 15 - Multi-start"
987860,988472,"320: CASP9 Puzzle 16 - Multi-start"
987863,988475,"HIV protease"
987864,988476,"Freestyle Design 40"
987865,988477,"Freestyle Design 80"
987873,988485,"Freestyle Design 20"
987879,988491,"321: CASP9 Puzzle 17 - Template & Multi-start"
987885,988497,"322: CASP9 Puzzle 18"
987901,988513,"323: CASP9 Puzzle 19"
987903,988515,"Beginner Alignment Puzzle"
987905,988517,"Freestyle Design 80"
987907,988519,"HIV protease"
987913,988525,"324: CASP9 Puzzle 20"
987916,988528,"Freestyle Design 80"
987928,988540,"325: CASP9 Puzzle 21"
987934,988546,"326: CASP9 Puzzle 22"
987944,988556,"327: CASP9 Puzzle 23 - Multi-start"
987958,988570,"CASP9 Puzzle 1 Native"
987959,988571,"CASP9 Puzzle 2 Native"
987960,988572,"328: CASP9 Refinement Puzzle 1"
987963,988575,"329: CASP9 Puzzle 24"
987966,988578,"GTPase Ras"
987968,988580,"HIV protease"
987970,988582,"CASP training puzzle"
987971,988583,"330: CASP9 Puzzle 25"
987974,988586,"Freestyle Design 80"
987978,988590,"Freestyle Design 80"
987979,988591,"CASP9 Target 611 residue protein"
987980,988592,"Freestyle Design 80"
987982,988594,"Beginner Alignment Puzzle"
987987,988599,"331: CASP9 Puzzle 26"
987989,988601,"332: CASP9 Refinement Puzzle 2"
987994,988606,"333: CASP9 Puzzle 27"
988004,988616,"Freestyle Design 40"
988006,988618,"Freestyle Design 80"
988009,988621,"HIV protease"
988010,988622,"334: CASP9 Puzzle 28"
988013,988625,"HIV protease"
988014,988626,"335: CASP9 Refinement Puzzle 3"
988016,988628,"GTPase Ras"
988019,988631,"336: CASP9 Puzzle 29 - Multi-start"
988023,988635,"337: CASP9 Puzzle 30 - Coiled Coil"
988029,988641,"338: CASP9 Puzzle 31"
988032,988644,"339: CASP9 Refinement Puzzle 4"
988035,988647,"Freestyle Design 40"
988039,988651,"340: CASP9 Puzzle 32"
988041,988653,"Freestyle Design 20"
988048,988660,"341: CASP9 Puzzle 33 - Multi-start"
988051,988663,"Freestyle Design 80"
988053,988665,"Freestyle Design 80"
988054,988666,"342: CASP9 Puzzle 34 - Multi-start"
988057,988669,"343: CASP9 Puzzle 35"
988064,988676,"344: CASP9 Puzzle 36"
988070,988682,"345: CASP9 Puzzle 37 - Multi-start"
988075,988687,"346: CASP9 Refinement Puzzle 5"
988082,988694,"347: CASP9 Refinement Puzzle 6"
988090,988702,"348: CASP9 Refinement Puzzle 7"
988101,988713,"349: CASP9 Refinement Puzzle 8 - Double Start"
988110,988722,"350: CASP9 Refinement Puzzle 8A"
988111,988723,"351: CASP9 Refinement Puzzle 8B"
988118,988730,"352: CASP9 Refinement Puzzle 9"
988124,988736,"Beginner Puzzle: Potato Multicystatin"
988128,988740,"HIV protease"
988187,988799,"Return of the Platypus Venom for all"
988188,988800,"Easy Puzzle (<150): Return of the Platypus Venom"
988192,988804,"353: CASP9 Refinement Puzzle 10"
988203,988815,"Beginner Alignment Puzzle"
988206,988818,"Freestyle Design 80"
988212,988824,"Freestyle Design 80"
988215,988827,"354: CASP9 Refinement Puzzle 10 - Threaded Start"
988218,988830,"Freestyle Design 20"
988222,988834,"HIV protease"
988224,988836,"Easy Puzzle: Platypus Venom - Take 2"
988225,988837,"Easy Puzzle (<15): Platypus Venom - Take 2"
988226,988838,"Easy Puzzle (<150): Platypus Venom - Take 2"
988242,988854,"Freestyle Design 80"
988244,988856,"Beginner Alignment Puzzle"
988249,988861,"Freestyle Design 80"
988252,988864,"Beginner Alignment Puzzle"
988260,988872,"HIV protease"
988261,988873,"Freestyle Design 500"
988263,988875,"Freestyle Design 500"
988267,988879,"Freestyle Design 500"
988271,988883,"CASP9 Target 611 residue protein"
988272,988884,"GTPase Ras"
988275,988887,"GTPase Ras"
988279,988891,"355: CASP is over... BOOM! TNT Design Puzzle"
988286,988898,"Freestyle Design 500"
988288,988900,"Freestyle Design 80"
988289,988901,"HIV protease"
988290,988902,"Freestyle Design 80"
988297,988909,"Freestyle Design 500"
988301,988913,"HIV protease"
988309,988921,"Freestyle Design 40"
988311,988923,"HIV protease"
988314,988926,"Freestyle Design 80"
988319,988931,"Freestyle Design 500"
988322,988934,"Freestyle Design 80"
988325,988937,"CASP9 target Design?"
988331,988943,"CASP9 target Design?"
988339,988951,"Freestyle Design 80"
988341,988953,"Freestyle Design 80"
988343,988955,"Freestyle Design 80"
988350,988962,"Beginner Design Puzzle A"
988351,988963,"Beginner Design Puzzle A (<15)"
988352,988964,"Beginner Design Puzzle A (<150)"
988353,988965,"356: Quest to the Native CASP9 Puzzle 1"
988354,988966,"356 (<150): Quest to the Native CASP9 Puzzle 1"
988364,988976,"CASP9 Target 611 residue protein"
988371,988983,"Freestyle Design 40"
988382,988994,"357: Quest to the Native CASP9 Puzzle 2"
988383,988995,"357 (<150): Quest to the Native CASP9 Puzzle 2"
988390,989002,"GTPase Ras"
988392,989004,"GTPase Ras"
988398,989010,"358: TNT Binding: Explosives made fun!"
988399,989011,"358 (<150): TNT Binding: Explosives made fun!"
988402,989014,"HIV protease"
988404,989016,"HIV protease"
988406,989018,"HIV protease"
988419,989031,"HIV protease"
988428,989040,"Beginner Alignment Puzzle"
988430,989042,"HIV protease"
988442,989054,"359: Design the Pocket 1"
988443,989055,"359 (<15): Design the Pocket 1"
988444,989056,"359 (<150): Design the Pocket 1"
988446,989058,"CASP9 Target 611 residue protein"
988455,989067,"Freestyle Design 40"
988457,989069,"Freestyle Design 80"
988459,989071,"360: Quest to the Native CASP9 Puzzle 3"
988460,989072,"360 (<150): Quest to the Native CASP9 Puzzle 3"
988465,989077,"Freestyle Design 40"
988466,989078,"Easy Puzzle: Killer Toxin"
988467,989079,"Easy Puzzle (<15): Killer Toxin"
988468,989080,"Easy Puzzle (<150): Killer Toxin"
988491,989103,"CASP9 target Design?"
988497,989109,"HIV protease"
988501,989113,"Freestyle Design 80"
988503,989115,"361: CASP9 Puzzle 14 Revisited"
988504,989116,"361 (<150): CASP9 Puzzle 14 Revisited"
988508,989120,"Beginner Alignment Puzzle"
988512,989124,"Freestyle Design 40"
988517,989129,"Freestyle Design 40"
988518,989130,"HIV protease"
988523,989135,"Freestyle Design 500"
988525,989137,"Freestyle Design 500"
988530,989142,"Freestyle Design 20"
988531,989143,"362: Quest to the Native CASP9 Puzzle 4"
988532,989144,"362 (<150): Quest to the Native CASP9 Puzzle 4"
988534,989146,"Freestyle Design 500"
988539,989151,"Freestyle Design 40"
988551,989163,"Beginner Alignment Puzzle"
988552,989164,"363: De novo Binder Design 1"
988554,989166,"365: Design the Interface 1"
